Año,Factor FV,SOH inicio,SOH mínimo técnico,SOH final,Capacidad BESS inicio [MWh],Capacidad BESS final [MWh],Ciclos mínimos técnicos,Ciclos máximos permitidos año,Ciclos equivalentes año,Ciclos equivalentes acumulados,EOL alcanzado,Energía demanda [MWh],Energía FV [MWh],Energía eólica [MWh],Energía red Valle [MWh],Energía red Resto [MWh],Energía red Pico [MWh],Carga renovable BESS [MWh],Carga red total [MWh],Descarga obligatoria [MWh],Descarga económica [MWh],Descarga total BESS [MWh],SOC mínimo observado [MWh],Costo red Valle [USD],Costo red Resto [USD],Costo red Pico [USD],Costo energía red [USD],OPEX FV [USD],OPEX eólico [USD],OPEX BESS [USD],OPEX total [USD],Costo potencia contratada [USD],Costo reemplazo BESS [USD],Flujo anual nominal [USD],VP flujo anual [USD],Demanda no abastecida [MWh],Horas no cumple,Cumple demanda,Exportación [MWh],Curtailment [MWh],Modo despacho,Energía red total [MWh],Aumento red vs año 1 [MWh],Aumento red vs año 1 [%],Pérdida FV vs año 1 [MWh],Variación FV vs año 1 [%],SOH BESS inicio [%],SOH BESS final [%],Pérdida capacidad BESS vs nominal [MWh],Costo energía red a precios año 1 [USD],VP costo energía red [USD],Demanda cubierta por red [%]
11,0.95,0.8872375448952862,0.7,0.8765261315555013,22.2474814382493,21.978892748754195,15.3779015356556,7350.848172052973,428.4565335913924,4938.954737779946,False,129446.0,41894.067858579176,54858.985,15776.795794215606,13651.271834251584,7782.800528879526,4287.484944434595,5890.612762748297,329.6887532606124,8856.044427471948,9185.73318073256,2.22474814382493,646260.2384997595,1135860.8354371523,1245330.3334477386,3027451.407384651,196569.9507783449,286561.0061483406,138742.5314630798,621873.4883897654,1036868.4807990488,0.0,4686193.376573465,2009828.014754081,0.0,0,True,3525.556489475562,0.0,económico LP + reserva multianual de degradación,37210.86815734672,1287.3038668654626,3.583452511716835,1763.9607519401761,-4.040404040404044,88.72375448952862,87.65261315555013,3.0961072512458045,2365040.200751193,1298422.0161049839,28.74624797780288
12,0.946,0.8765261315555013,0.7,0.8659210613954056,21.978892748754195,21.712970614489794,15.383506977843412,6937.775145439424,424.2028064038323,5363.157544183779,False,129446.0,41717.67178338516,54858.985,15740.823903572693,13754.18579996316,7844.317032139188,4226.494963843886,5850.554334596623,329.80892903635714,8764.728062806204,9094.53699184256,2.19788927487542,660906.4008536628,1173034.4390083335,1286552.964679131,3120493.8045411278,201484.19954780355,293725.0313020491,142211.09474965677,637420.3255995094,1062790.1928190251,0.0,4820704.3229596615,1914368.0130114893,0.0,0,True,3487.471212462249,0.0,económico LP + reserva multianual de degradación,37339.326735675044,1415.7624451937882,3.941041133184342,1940.3568271341937,-4.444444444444439,87.65261315555013,86.59210613954056,3.362029385510205,2378268.07092933,1239191.0235528562,28.845485171944322
13,0.942,0.8659210613954056,0.7,0.8554211495698376,21.712970614489794,21.44968532546368,15.389112420031228,6528.961451455622,419.9964730227152,5783.154017206494,False,129446.0,41541.27570819114,54858.985,15705.39278171855,13856.546242424163,7906.0876304094,4166.062357610429,5811.064384431807,329.929104812102,8674.427779881018,9004.35688469312,2.17129706144898,675904.2314410158,1211308.4219657383,1329101.1122061866,3216313.7656129403,206521.30453649865,301068.1570846003,145766.3721183982,653355.8337394971,1089359.9476395007,0.0,4959029.546991939,1823424.8728171252,0.0,0,True,3449.51750539414,0.0,económico LP + reserva multianual de degradación,37468.026654552115,1544.4623640708596,4.299301571476022,2116.7529023282113,-4.848484848484846,86.59210613954056,85.54211495698377,3.6253146745363196,2391509.0285737393,1182631.896710552,28.94490880718764
14,0.938,0.8554211495698376,0.7,0.8450258943507938,21.44968532546368,21.189024300846157,15.39471786221904,6124.359696295125,415.8102087617536,6198.964225968248,False,129446.0,41364.87963299712,54858.985,15669.655710369152,13958.624326752984,7968.487997198035,4106.371867054652,5771.309065819949,330.04928058784674,8584.557761331484,8914.607041919331,2.144968532546368,691225.3909049346,1250737.6573493844,1373081.089363963,3315044.137618282,211684.3371499111,308594.86101171526,149410.53142135812,669689.7295829845,1116593.946330488,0.0,5101327.813531755,1736803.379729879,0.0,0,True,3411.5587763620238,0.0,económico LP + reserva multianual de degradación,37596.76803432017,1673.2037438389161,4.657677423958369,2293.148977522229,-5.252525252525253,85.54211495698377,84.50258943507937,3.8859756991538426,2404800.5636205114,1128643.3792583626,29.044364471918925
15,0.934,0.8450258943507938,0.7,0.8347346253543442,21.189024300846157,20.93097073076018,15.400323304406852,5723.949810837779,411.65075985798455,6610.614985826232,False,129446.0,41188.48355780311,54858.985,15633.460402916458,14059.929195811164,8031.87702655167,4047.649846816933,5731.2222827568185,330.1694563635915,8495.26264057672,8825.432096940312,2.1189024300846158,706869.4489776299,1291310.272097684,1418603.9964747648,3416783.7175500784,216976.44557865884,316309.7325370082,153145.79470689208,686431.9728225592,1144508.7949887502,0.0,5247724.485361388,1654301.613956571,0.0,0,True,3373.2951504489583,0.0,económico LP + reserva multianual de degradación,37725.26662527929,1801.7023347980357,5.015377428111822,2469.5450527162393,-5.656565656565638,84.50258943507937,83.47346253543442,4.1440292692398195,2418150.758940011,1077112.7246201783,29.143632576734152
16,0.93,0.8347346253543442,0.7,0.8245464244687288,20.93097073076018,20.67550159355337,15.405928746594666,5327.70497972639,407.5280354246138,7018.143021250846,False,129446.0,41012.08748260909,54858.985,15596.793757442498,14160.675882602804,8096.101284762433,3989.775263486911,5691.160462244635,330.28963213933633,8406.754860333385,8737.044492472722,2.093097073076018,722841.8496689001,1333077.2596145966,1465696.0808130528,3521615.1900965497,222400.8567181253,324217.4758504333,156974.43957456434,703592.772143123,1173121.5148634687,0.0,5398329.477103141,1575720.915120014,0.0,0,True,3334.7521741580017,0.0,económico LP + reserva multianual de degradación,37853.57092480773,1930.006634326477,5.372536585513245,2645.941127910264,-6.060606060606066,83.47346253543442,82.45464244687288,4.399498406446629,2431553.9932026463,1027925.904407234,29.242750586968874
17,0.926,0.8245464244687288,0.7,0.8144602954856353,20.67550159355337,20.422591909302305,15.41153418878248,4935.588478490559,403.4451593237455,7421.588180574591,False,129446.0,40835.69140741507,54858.985,15559.775009955858,14260.662506576547,8161.361926751145,3932.806090667656,5651.139838846686,330.4098079150812,8319.101393471614,8649.511201386695,2.0675501593553376,739154.3506717832,1376052.1869481546,1514448.4565633987,3629654.994183336,227960.8781360784,332322.9127466941,160898.80056392844,721182.591446701,1202449.552735055,0.0,5553287.138365093,1500881.0919610418,0.0,0,True,3296.0411225709704,0.0,económico LP + reserva multianual de degradación,37981.79944328355,2058.235152802292,5.729484792096944,2822.337203104282,-6.464646464646462,82.45464244687288,81.44602954856353,4.652408090697694,2445026.1040899553,980983.0493864127,29.341810054604657
18,0.922,0.8144602954856353,0.7,0.8044766894586188,20.422591909302305,20.172252988174865,15.41713963097029,4547.560458797784,399.3442410806562,7820.932421655248,False,129446.0,40659.29533222105,54858.985,15521.595791408978,14360.30190425392,8228.33667323014,3876.3442949657374,5610.183242495008,330.5299836908259,8231.061118867497,8561.591102558323,2.042259190930231,755774.1951621489,1420308.344879366,1565048.4176375018,3741130.957679017,233659.90008948036,340630.98556536145,164921.27057802666,739212.1562328684,1232510.7915534317,0.0,5712853.905465316,1429636.143324767,0.0,0,True,3257.57826621167,0.0,económico LP + reserva multianual de degradación,38110.23436889304,2186.6700784117857,6.087007571771469,2998.7332782982994,-6.8686868686868685,81.44602954856353,80.44766894586188,4.902747011825134,2458652.7732553603,936214.3899553276,29.44102897647903
19,0.918,0.8044766894586188,0.7,0.7945957599166542,20.172252988174865,19.924488679910105,15.422745073158104,4163.638962790285,395.2371816785857,8216.169603333834,False,129446.0,40482.89925702704,54858.985,15482.629023575042,14460.169917671496,8295.804027083404,3820.495589671064,5568.4676708883935,330.6501594665707,8142.88918318834,8473.539342654909,2.0172252988174866,772723.7545483052,1465940.4546548885,1617327.883903168,3855992.093106362,239501.3975917173,349146.76020449545,169044.30234247728,757692.4601386901,1263323.561342267,0.0,5877008.11458732,1361773.6803545076,0.0,0,True,3219.063307452432,0.0,económico LP + reserva multianual de degradación,38238.60296832994,2315.0386778486863,6.44434572006572,3175.1293534923097,-7.272727272727253,80.44766894586188,79.45957599166542,5.150511320089894,2472330.676788474,893479.8866474004,29.540196659865845
20,0.914,0.7945957599166542,0.7,0.784816745799612,19.924488679910105,19.67927990092527,15.428615554469218,3783.830396666168,391.1605646816841,8607.330168015518,False,129446.0,40306.503181833024,54858.985,15443.937296531378,14560.17057268404,8363.00637004339,3765.060098035969,5527.062052968138,330.77601744920986,8055.364223831999,8386.14024128121,1.9924488679910104,790062.5032401265,1512980.2602918153,1671190.210756877,3974232.9742888175,245488.93253151025,357875.42920960777,173270.4099010392,776634.7716421572,1294906.650375824,0.0,6045774.3963068,1297110.0590969657,0.0,0,True,3180.6205113689293,0.0,económico LP + reserva multianual de degradación,38367.11423925881,2443.5499487775523,6.80208102130062,3351.5254286863274,-7.67676767676766,79.45957599166542,78.48167457996121,5.39572009907473,2485992.8769688895,852664.5604397574,29.63947456024814
