Fecha/hora,Hora,Estación,Banda,Tarifa base [USD/MWh],Tarifa año [USD/MWh],Demanda [MW],FV [MW],Eólico [MW],Renovable [MW],P neta [MW],Déficit [MW],Excedente renovable [MW],SOC inicio [MWh],Carga desde renovable [MW],Descarga obligatoria [MW],Carga desde red [MW],Descarga económica [MW],Descarga total [MW],SOC fin [MWh],P red para consumo [MW],P red importada total [MW],P exportada [MW],Curtailment / vertido [MW],P T1 neta (+import/-export) [MW],Demanda no abastecida [MW],Costo red horario [USD],Error balance [MW]
2020-01-01 00:00:00,0,Verano,Valle,32.0,32.0,11.5,0.0,2.0584999999999996,2.0584999999999996,9.441500000000001,9.441500000000001,0.0,25.075,0.0,0.0,0.0,0.0,-0.0,25.075,9.441500000000001,9.441500000000001,0.0,0.0,9.441500000000001,0.0,302.12800000000004,0.0
2020-01-01 01:00:00,1,Verano,Valle,32.0,32.0,11.0,0.0,1.5580000000000003,1.5580000000000003,9.442,9.442,0.0,25.075,0.0,0.0,0.0,0.0,0.0,25.075,9.442,9.442,0.0,0.0,9.442,0.0,302.144,0.0
2020-01-01 02:00:00,2,Verano,Valle,32.0,32.0,10.5,0.0,1.084,1.084,9.416,9.416,0.0,25.075,0.0,0.0,-0.0,0.0,0.0,25.075,9.416,9.416,0.0,0.0,9.416,0.0,301.312,0.0
2020-01-01 03:00:00,3,Verano,Valle,32.0,32.0,10.5,0.0,3.8369999999999997,3.8369999999999997,6.663,6.663,0.0,25.075,0.0,0.0,0.0,0.0,0.0,25.075,6.663,6.663,0.0,0.0,6.663,0.0,213.216,0.0
2020-01-01 04:00:00,4,Verano,Resto,65.0,65.0,12.0,0.0,7.621,7.621,4.379,4.379,0.0,25.075,0.0,0.0,0.0,2.669620634590418,2.669620634590418,22.264873016220612,1.7093793654095815,1.7093793654095815,0.0,0.0,1.7093793654095815,0.0,111.10965875162279,0.0
2020-01-01 05:00:00,5,Verano,Resto,65.0,65.0,13.5,0.0,7.38,7.38,6.12,6.12,0.0,22.264873016220612,0.0,0.0,0.0,5.0684700542307075,5.0684700542307075,16.92964138018829,1.0515299457692926,1.0515299457692926,0.0,0.0,1.0515299457692926,0.0,68.34944647500402,0.0
2020-01-01 06:00:00,6,Verano,Resto,65.0,65.0,15.0,1.7399114135758835,5.776,7.515911413575884,7.484088586424116,7.484088586424116,0.0,16.92964138018829,0.0,0.0,0.0,5.0684700542307075,5.0684700542307075,11.594409744155968,2.4156185321934087,2.4156185321934087,0.0,0.0,2.4156185321934087,0.0,157.01520459257156,0.0
2020-01-01 07:00:00,7,Verano,Resto,65.0,65.0,16.5,4.673018759411757,5.629,10.302018759411757,6.197981240588243,6.197981240588243,0.0,11.594409744155968,0.0,0.0,0.0,5.0684700542307075,5.0684700542307075,6.259178108123644,1.1295111863575356,1.1295111863575356,0.0,0.0,1.1295111863575356,0.0,73.41822711323981,0.0
2020-01-01 08:00:00,8,Verano,Resto,65.0,65.0,17.5,4.973316240612362,6.4159999999999995,11.389316240612361,6.110683759387639,6.110683759387639,0.0,6.259178108123644,0.0,0.0,0.0,0.0,0.0,6.259178108123644,6.110683759387639,6.110683759387639,0.0,0.0,6.110683759387639,0.0,397.19444436019654,0.0
2020-01-01 09:00:00,9,Verano,Resto,65.0,65.0,18.0,8.398174707811892,7.497,15.895174707811892,2.1048252921881083,2.1048252921881083,0.0,6.259178108123644,0.0,0.0,0.0,2.1048252921881083,2.1048252921881083,4.043572537399319,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-01-01 10:00:00,10,Verano,Resto,65.0,65.0,18.5,9.368517141575387,7.673500000000001,17.042017141575386,1.4579828584246144,1.4579828584246144,0.0,4.043572537399319,0.0,0.0,0.0,1.4579828584246144,1.4579828584246144,2.5088537390576198,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-01-01 11:00:00,11,Verano,Resto,65.0,65.0,19.0,9.7733055721837,7.4585,17.2318055721837,1.7681944278163009,1.7681944278163009,0.0,2.5088537390576198,0.0,0.0,0.0,0.0,0.0,2.5088537390576198,1.7681944278163009,1.7681944278163009,0.0,0.0,1.7681944278163009,0.0,114.93263780805955,0.0
2020-01-01 12:00:00,12,Verano,Resto,65.0,65.0,19.0,10.56671394789526,8.432,18.99871394789526,0.0012860521047386442,0.0012860521047386442,0.0,2.5088537390576198,0.0,0.0,0.0,0.0012860521047386442,0.0012860521047386442,2.5075000000000003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-01-01 13:00:00,13,Verano,Resto,65.0,65.0,19.5,13.55567431123865,10.1115,23.66717431123865,-4.16717431123865,0.0,4.16717431123865,2.5075000000000003,4.16717431123865,0.0,0.0,0.0,0.0,6.4663155956767175,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-01-01 14:00:00,14,Verano,Resto,65.0,65.0,19.0,14.279465787461838,10.231,24.51046578746184,-5.51046578746184,0.0,5.51046578746184,6.4663155956767175,5.0684700542307075,0.0,0.0,0.0,0.0,11.281362147195889,0.0,0.0,0.44199573323113217,0.0,-0.44199573323113217,0.0,0.0,0.0
2020-01-01 15:00:00,15,Verano,Resto,65.0,65.0,18.5,13.537851641101598,9.932500000000001,23.4703516411016,-4.970351641101601,0.0,4.970351641101601,11.281362147195889,1.526045350899956,0.0,0.0,0.0,0.0,12.731105230550847,0.0,0.0,3.444306290201645,0.0,-3.444306290201645,0.0,0.0,0.0
2020-01-01 16:00:00,16,Verano,Resto,65.0,65.0,17.5,14.05274504482471,9.786999999999999,23.83974504482471,-6.33974504482471,0.0,6.33974504482471,12.731105230550847,5.0684700542307075,0.0,0.0,0.0,0.0,17.54615178207002,0.0,0.0,1.2712749905940024,0.0,-1.2712749905940024,0.0,0.0,0.0
2020-01-01 17:00:00,17,Verano,Pico,125.0,125.0,16.0,13.78968311732732,10.181500000000002,23.97118311732732,-7.971183117327321,0.0,7.971183117327321,17.54615178207002,0.0,0.0,0.0,0.0,0.0,17.54615178207002,0.0,0.0,7.971183117327321,0.0,-7.971183117327321,0.0,0.0,0.0
2020-01-01 18:00:00,18,Verano,Pico,125.0,125.0,15.5,12.12562365404384,9.517,21.642623654043838,-6.142623654043838,0.0,6.142623654043838,17.54615178207002,5.0684700542307075,0.0,0.0,0.0,0.0,22.36119833358919,0.0,0.0,1.0741535998131306,0.0,-1.0741535998131306,0.0,0.0,0.0
2020-01-01 19:00:00,19,Verano,Pico,125.0,125.0,15.0,8.594133333064013,9.2625,17.85663333306401,-2.8566333330640106,0.0,2.8566333330640106,22.36119833358919,2.8566333330640106,0.0,0.0,0.0,0.0,25.075,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-01-01 20:00:00,20,Verano,Pico,125.0,125.0,14.5,0.0760479836969952,9.599,9.675047983696995,4.824952016303005,4.824952016303005,0.0,25.075,0.0,0.0,0.0,4.824952016303005,4.824952016303005,19.99610314073368,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-01-01 21:00:00,21,Verano,Pico,125.0,125.0,14.0,0.0,9.834,9.834,4.166,4.166,0.0,19.99610314073368,0.0,0.0,0.0,4.166,4.166,15.610839982838943,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-01-01 22:00:00,22,Verano,Valle,32.0,32.0,13.0,0.0,10.223500000000001,10.223500000000001,2.7764999999999986,2.7764999999999986,0.0,15.610839982838943,0.0,0.0,0.0,2.7764999999999986,2.7764999999999986,12.688208403891576,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-01-01 23:00:00,23,Verano,Valle,32.0,32.0,12.0,0.0,10.1075,10.1075,1.8925,1.8925,0.0,12.688208403891576,0.0,0.0,0.0,1.8925,1.8925,10.696103140733682,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-01-02 00:00:00,0,Verano,Valle,32.0,32.0,11.5,0.0,9.8815,9.8815,1.6184999999999992,1.6184999999999992,0.0,10.696103140733682,0.0,0.0,0.0,0.4941729836970001,0.4941729836970001,10.175921052631576,1.124327016302999,1.124327016302999,0.0,0.0,1.124327016302999,0.0,35.97846452169597,0.0
2020-01-02 01:00:00,1,Verano,Valle,32.0,32.0,11.0,0.0,9.5655,9.5655,1.4344999999999999,1.4344999999999999,0.0,10.175921052631576,0.0,0.0,0.0,0.0,0.0,10.175921052631576,1.4344999999999999,1.4344999999999999,0.0,0.0,1.4344999999999999,0.0,45.903999999999996,0.0
2020-01-02 02:00:00,2,Verano,Valle,32.0,32.0,10.5,0.0,8.75,8.75,1.75,1.75,0.0,10.175921052631576,0.0,0.0,0.0,1.75,1.75,8.333815789473682,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-01-02 03:00:00,3,Verano,Valle,32.0,32.0,10.5,0.0,9.3965,9.3965,1.1035000000000004,1.1035000000000004,0.0,8.333815789473682,0.0,0.0,0.0,0.0,0.0,8.333815789473682,1.1035000000000004,1.1035000000000004,0.0,0.0,1.1035000000000004,0.0,35.31200000000001,0.0
2020-01-02 04:00:00,4,Verano,Resto,65.0,65.0,12.0,0.0,9.675,9.675,2.3249999999999993,2.3249999999999993,0.0,8.333815789473682,0.0,0.0,0.0,2.3249999999999993,2.3249999999999993,5.886447368421052,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-01-02 05:00:00,5,Verano,Resto,65.0,65.0,13.5,0.0,10.290000000000001,10.290000000000001,3.209999999999999,3.209999999999999,0.0,5.886447368421052,0.0,0.0,0.0,3.209999999999999,3.209999999999999,2.5075000000000003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-01-02 06:00:00,6,Verano,Resto,65.0,65.0,15.0,6.933112475746373,10.28,17.21311247574637,-2.213112475746371,0.0,2.213112475746371,2.5075000000000003,0.3294678379066967,0.0,0.0,0.0,0.0,2.820494446011362,0.0,0.0,1.8836446378396743,0.0,-1.8836446378396743,0.0,0.0,0.0
2020-01-02 07:00:00,7,Verano,Resto,65.0,65.0,16.5,11.147316892290135,10.255,21.402316892290138,-4.902316892290138,0.0,4.902316892290138,2.820494446011362,4.902316892290138,0.0,0.0,0.0,0.0,7.477695493686992,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-01-02 08:00:00,8,Verano,Resto,65.0,65.0,17.5,13.466218287127795,10.196,23.662218287127793,-6.162218287127793,0.0,6.162218287127793,7.477695493686992,5.0684700542307075,0.0,0.0,0.0,0.0,12.292742045206165,0.0,0.0,1.0937482328970853,0.0,-1.0937482328970853,0.0,0.0,0.0
2020-01-02 09:00:00,9,Verano,Resto,65.0,65.0,18.0,14.505004824760084,9.9725,24.477504824760082,-6.477504824760082,0.0,6.477504824760082,12.292742045206165,0.0,0.0,0.0,0.0,0.0,12.292742045206165,0.0,0.0,6.477504824760082,0.0,-6.477504824760082,0.0,0.0,0.0
2020-01-02 10:00:00,10,Verano,Resto,65.0,65.0,18.5,14.784923204550958,9.0135,23.798423204550957,-5.298423204550957,0.0,5.298423204550957,12.292742045206165,0.0,0.0,0.0,0.0,0.0,12.292742045206165,0.0,0.0,5.298423204550957,0.0,-5.298423204550957,0.0,0.0,0.0
2020-01-02 11:00:00,11,Verano,Resto,65.0,65.0,19.0,14.690683773958023,7.559,22.249683773958022,-3.249683773958022,0.0,3.249683773958022,12.292742045206165,0.0,0.0,0.0,0.0,0.0,12.292742045206165,0.0,0.0,3.249683773958022,0.0,-3.249683773958022,0.0,0.0,0.0
2020-01-02 12:00:00,12,Verano,Resto,65.0,65.0,19.0,14.5231811359199,9.2345,23.757681135919903,-4.757681135919903,0.0,4.757681135919903,12.292742045206165,4.757681135919903,0.0,0.0,0.0,0.0,16.812539124330073,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-01-02 13:00:00,13,Verano,Resto,65.0,65.0,19.5,14.387191416207429,9.184000000000001,23.57119141620743,-4.07119141620743,0.0,4.07119141620743,16.812539124330073,4.07119141620743,0.0,0.0,0.0,0.0,20.68017096972713,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-01-02 14:00:00,14,Verano,Resto,65.0,65.0,19.0,14.258493612536723,9.1875,23.445993612536725,-4.445993612536725,0.0,4.445993612536725,20.68017096972713,0.0,0.0,0.0,0.0,0.0,20.68017096972713,0.0,0.0,4.445993612536725,0.0,-4.445993612536725,0.0,0.0,0.0
2020-01-02 15:00:00,15,Verano,Resto,65.0,65.0,18.5,14.42000180044552,7.7685,22.188501800445522,-3.688501800445522,0.0,3.688501800445522,20.68017096972713,0.0,0.0,0.0,0.0,0.0,20.68017096972713,0.0,0.0,3.688501800445522,0.0,-3.688501800445522,0.0,0.0,0.0
2020-01-02 16:00:00,16,Verano,Resto,65.0,65.0,17.5,14.19010211452554,5.938,20.12810211452554,-2.6281021145255394,0.0,2.6281021145255394,20.68017096972713,2.6281021145255394,0.0,0.0,0.0,0.0,23.176867978526392,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-01-02 17:00:00,17,Verano,Pico,125.0,125.0,16.0,13.376033706814322,4.622000000000001,17.998033706814322,-1.9980337068143221,0.0,1.9980337068143221,23.176867978526392,1.9980337068143221,0.0,0.0,0.0,0.0,25.075,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-01-02 18:00:00,18,Verano,Pico,125.0,125.0,15.5,11.667805059017036,7.374499999999999,19.042305059017036,-3.5423050590170355,0.0,3.5423050590170355,25.075,0.0,0.0,0.0,0.0,0.0,25.075,0.0,0.0,3.5423050590170355,0.0,-3.5423050590170355,0.0,0.0,0.0
2020-01-02 19:00:00,19,Verano,Pico,125.0,125.0,15.0,8.388275373417335,7.221499999999999,15.609775373417333,-0.6097753734173335,0.0,0.6097753734173335,25.075,0.0,0.0,0.0,0.0,0.0,25.075,0.0,0.0,0.6097753734173335,0.0,-0.6097753734173335,0.0,0.0,0.0
2020-01-02 20:00:00,20,Verano,Pico,125.0,125.0,14.5,0.07432134637863498,4.9715,5.045821346378635,9.454178653621366,9.454178653621366,0.0,25.075,0.0,0.0,0.0,5.0684700542307075,5.0684700542307075,19.739768363967677,4.385708599390658,4.385708599390658,0.0,0.0,4.385708599390658,0.0,548.2135749238323,0.0
2020-01-02 21:00:00,21,Verano,Pico,125.0,125.0,14.0,0.0,5.1335,5.1335,8.8665,8.8665,0.0,19.739768363967677,0.0,0.0,0.0,5.0684700542307075,5.0684700542307075,14.404536727935355,3.7980299457692928,3.7980299457692928,0.0,0.0,3.7980299457692928,0.0,474.7537432211616,0.0
2020-01-02 22:00:00,22,Verano,Valle,32.0,32.0,13.0,0.0,5.388,5.388,7.612,7.612,0.0,14.404536727935355,0.0,0.0,0.0,0.0,0.0,14.404536727935355,7.612,7.612,0.0,0.0,7.612,0.0,243.584,0.0
2020-01-02 23:00:00,23,Verano,Valle,32.0,32.0,12.0,0.0,2.5135,2.5135,9.4865,9.4865,0.0,14.404536727935355,0.0,0.0,5.0684700542307075,0.0,0.0,19.219583279454525,9.4865,14.554970054230708,0.0,0.0,14.554970054230708,0.0,465.75904173538265,8.881784197001252e-16
